numero;libelle;classe;sens;lettrable;collectif;niveau;compte_mere;actif
603000;VARIATIONS DES STOCKS DE BIENS ACHETÉS;6;D;false;false;2;60;true
603100;Variations des stocks de marchandises;6;D;false;false;3;603000;true
603200;Variations des stocks de matières premières et fournitures liées;6;D;false;false;3;603000;true
603300;Variations des stocks d'autres approvisionnements;6;D;false;false;3;603000;true
604000;ACHATS STOCKÉS DE MATIÈRES ET FOURNITURES CONSOMMABLES;6;D;false;false;2;60;true
604100;Matières consommables;6;D;false;false;3;604000;true
604200;Matières combustibles;6;D;false;false;3;604000;true
604300;Produits d'entretien;6;D;false;false;3;604000;true
604400;Fournitures d'atelier et d'usine;6;D;false;false;3;604000;true
604500;Frais sur achats;6;D;false;false;3;604000;true
604600;Fournitures de magasin;6;D;false;false;3;604000;true
604700;Fournitures de bureau;6;D;false;false;3;604000;true
604900;Rabais, Remises et Ristournes obtenus (non ventilés);6;D;false;false;3;604000;true
605000;AUTRES ACHATS;6;D;false;false;2;60;true
605100;Fournitures non stockables -Eau;6;D;false;false;3;605000;true
605200;Fournitures non stockables - Electricité;6;D;false;false;3;605000;true
605300;Fournitures non stockables – Autres énergies;6;D;false;false;3;605000;true
605400;Fournitures d'entretien non stockables;6;D;false;false;3;605000;true
605500;Fournitures de bureau non stockables;6;D;false;false;3;605000;true
605600;Achats de petit matériel et outillage;6;D;false;false;3;605000;true
605700;Achats d'études et prestations de services;6;D;false;false;3;605000;true
605800;Achats de travaux, matériels et équipements;6;D;false;false;3;605000;true
605900;Rabais, Remises et Ristournes obtenus (non ventilés);6;D;false;false;3;605000;true
608000;ACHATS D'EMBALLAGES;6;D;false;false;2;60;true
608100;Emballages perdus;6;D;false;false;3;608000;true
608200;Emballages récupérables non identifiables;6;D;false;false;3;608000;true
608300;Emballages à usage mixte;6;D;false;false;3;608000;true
608500;Frias sur achats;6;D;false;false;3;608000;true
608900;Rabais, Remises et Ristournes obtenus (non ventilés);6;D;false;false;3;608000;true
61;TRANSPORTS;6;D;false;false;1;6;true
611000;TRANSPORTS SUR ACHATS ();6;D;false;false;2;61;true
612000;TRANSPORTS SUR VENTES;6;D;false;false;2;61;true
613000;TRANSPORTS POUR LE COMPTE DE TIERS;6;D;false;false;2;61;true
614000;TRANSPORTS DU PERSONNEL;6;D;false;false;2;61;true
616000;TRANSPORTS DE PLIS;6;D;false;false;2;61;true
618000;AUTRES FRAIS DE TRANSPORT;6;D;false;false;2;61;true
618100;Voyages et déplacements;6;D;false;false;3;618000;true
618200;Transports entre établissements ou chantiers;6;D;false;false;3;618000;true
618300;Transports administratifs;6;D;false;false;3;618000;true
62;SERVICES EXTÉRIEURS;6;D;false;false;1;6;true
621000;SOUS-TRAITANCE GÉNÉRALE;6;D;false;false;2;62;true
622000;LOCATIONS ET CHARGES LOCATIVES;6;D;false;false;2;62;true
622100;Locations de terrains;6;D;false;false;3;622000;true
622200;Locations de bâtiments;6;D;false;false;3;622000;true
622300;Locations de matériels et outillages;6;D;false;false;3;622000;true
622400;Malis sur emballages;6;D;false;false;3;622000;true
622500;Locations d'emballages;6;D;false;false;3;622000;true
622600;Fermages et loyers du foncier;6;D;false;false;3;622000;true
622800;Locations et charges locatives diverses;6;D;false;false;3;622000;true
623000;REDEVANCES DE LOCATION ACQUISITION;6;D;false;false;2;62;true
623200;Crédit-bail immobilier;6;D;false;false;3;623000;true
623300;Crédit-bail mobilier;6;D;false;false;3;623000;true
623400;Location-vente;6;D;false;false;3;623000;true
623500;Autres contrats de location acquisition;6;D;false;false;3;623000;true
624000;ENTRETIEN, RÉPARATIONS ET MAINTENANCE;6;D;false;false;2;62;true
624100;Entretien et réparations des biens immobiliers;6;D;false;false;3;624000;true
624200;Entretien et réparations des biens mobiliers;6;D;false;false;3;624000;true
624300;Maintenance;6;D;false;false;3;624000;true
624400;Charges de démantèlement et remise en état;6;D;false;false;3;624000;true
624800;Autres entretiens et réparations;6;D;false;false;3;624000;true
625000;PRIMES D'ASSURANCE;6;D;false;false;2;62;true
625100;Assurances multirisques;6;D;false;false;3;625000;true
625200;Assurances matériel de transport;6;D;false;false;3;625000;true
625300;Assurances risques d'exploitation;6;D;false;false;3;625000;true
625400;Assurances responsabilité du producteur;6;D;false;false;3;625000;true
625500;Assurances insolvabilité clients;6;D;false;false;3;625000;true
625600;Assurances transport sur achats;6;D;false;false;3;625000;true
625700;Assurances transport sur ventes;6;D;false;false;3;625000;true
625800;Autres primes d'assurances;6;D;false;false;3;625000;true
626000;ÉTUDES, RECHERCHES ET DOCUMENTATION;6;D;false;false;2;62;true
626100;Études et recherches;6;D;false;false;3;626000;true
626500;Documentation générale;6;D;false;false;3;626000;true
626600;Documentation technique;6;D;false;false;3;626000;true
627000;PUBLICITÉ, PUBLICATIONS, RELATIONS PUBLIQUES;6;D;false;false;2;62;true
627100;Annonces, insertions;6;D;false;false;3;627000;true
627200;Catalogues, imprimés publicitaires;6;D;false;false;3;627000;true
628000;FRAIS DE TÉLÉCOMMUNICATIONS;6;D;false;false;2;62;true
628100;Frais de téléphone;6;D;false;false;3;628000;true
628200;Frais de télex;6;D;false;false;3;628000;true
628300;Frais de télécopie;6;D;false;false;3;628000;true
628800;Autres frais de télécommunications;6;D;false;false;3;628000;true
63;AUTRES SERVICES EXTÉRIEURS;6;D;false;false;1;6;true
631000;FRAIS BANCAIRES;6;D;false;false;2;63;true
631100;Frais sur titres (vente, garde);6;D;false;false;3;631000;true
631200;Frais sur effets;6;D;false;false;3;631000;true
631300;Location de coffres;6;D;false;false;3;631000;true
631400;Commissions financement - affacturage;6;D;false;false;3;631000;true
631500;Commissions sur cartes de crédit;6;D;false;false;3;631000;true
631600;Frais d'émission d'emprunts;6;D;false;false;3;631000;true
631700;Frais sur instruments monnaie électronique;6;D;false;false;3;631000;true
631800;Autres frais bancaires;6;D;false;false;3;631000;true
632000;RÉMUNÉRATIONS D'INTERMÉDIAIRES ET DE CONSEILS;6;D;false;false;2;63;true
632100;Commissions et courtages sur achats;6;D;false;false;3;632000;true
632200;Commissions et courtages sur ventes;6;D;false;false;3;632000;true
632300;Rémunérations des transitaires;6;D;false;false;3;632000;true
632400;Honoraires des professions règlementées;6;D;false;false;3;632000;true
632500;Frais d'actes et de contentieux;6;D;false;false;3;632000;true
632600;Rémunérations du factor;6;D;false;false;3;632000;true
632700;Rémunérations des autres prestataires de services;6;D;false;false;3;632000;true
632800;Divers frais;6;D;false;false;3;632000;true
633000;FRAIS DE FORMATION DU PERSONNEL;6;D;false;false;2;63;true
634000;REDEVANCES POUR BREVETS, LICENCES, LOGICIELS, CONCESSIONS ET DROITS SIMILAIRES;6;D;false;false;2;63;true
634200;Redevances pour brevets, licences;6;D;false;false;3;634000;true
634300;Redevances pour logiciels;6;D;false;false;3;634000;true
634400;Redevances pour marques;6;D;false;false;3;634000;true
634500;Redevance pour sites internet;6;D;false;false;3;634000;true
634600;Redevance pour concessions, droits et valeurs similaires;6;D;false;false;3;634000;true
635000;COTISATIONS;6;D;false;false;2;63;true
635100;Cotisations;6;D;false;false;3;635000;true
635800;Concours divers;6;D;false;false;3;635000;true
637000;RÉMUNÉRATIONS DE PERSONNEL EXTÉRIEUR À L'ENTITE;6;D;false;false;2;63;true
637100;Personnel intérimaire;6;D;false;false;3;637000;true
637200;Personnel détaché ou prêté à l'entité;6;D;false;false;3;637000;true
638000;AUTRES CHARGES EXTERNES;6;D;false;false;2;63;true
638100;Frais de recrutement du personnel;6;D;false;false;3;638000;true
638200;Frais de déménagement;6;D;false;false;3;638000;true
638300;Réceptions;6;D;false;false;3;638000;true
638400;Missions;6;D;false;false;3;638000;true
64;IMPÔTS ET TAXES;6;D;false;false;1;6;true
641000;IMPÔTS ET TAXES DIRECTS;6;D;false;false;2;64;true
641100;Impôts fonciers et taxes annexes;6;D;false;false;3;641000;true
641200;Patentes, licences et taxes annexes;6;D;false;false;3;641000;true
641300;Taxes sur appointements et salaires;6;D;false;false;3;641000;true
641400;Taxes d'apprentissage;6;D;false;false;3;641000;true
641500;Formation professionnelle continue;6;D;false;false;3;641000;true
641800;Autres impôts et taxes directs;6;D;false;false;3;641000;true
645000;IMPÔTS ET TAXES INDIRECTS;6;D;false;false;2;64;true
646000;DROITS D'ENREGISTREMENT;6;D;false;false;2;64;true
646100;Droits de mutation;6;D;false;false;3;646000;true
646200;Droit de timbre;6;D;false;false;3;646000;true
646300;Taxes sur les véhicules de société;6;D;false;false;3;646000;true
646400;Vignettes;6;D;false;false;3;646000;true
646800;Autres droits;6;D;false;false;3;646000;true
647000;PÉNALITÉS ET AMENDES FISCALES;6;D;false;false;2;64;true
647100;Pénalités d'assiette, impôts directs;6;D;false;false;3;647000;true
647200;Pénalités d'assiette, impôts indirects;6;D;false;false;3;647000;true
647300;Pénalités de recouvrement, impôts directs;6;D;false;false;3;647000;true
647400;Pénalités de recouvrement, impôts indirects;6;D;false;false;3;647000;true
647800;Autres amendes pénales et fiscales;6;D;false;false;3;647000;true
648000;AUTRES IMPÔTS ET TAXES;6;D;false;false;2;64;true
65;AUTRES CHARGES;6;D;false;false;1;6;true
651000;PERTES SUR CRÉANCES CLIENTS ET AUTRES DÉBITEURS;6;D;false;false;2;65;true
651100;Clients;6;D;false;false;3;651000;true
651500;Autres débiteurs;6;D;false;false;3;651000;true
652000;QUOTE-PART DE RÉSULTAT SUR OPÉRATIONS FAITES EN COMMUN;6;D;false;false;2;65;true
652100;Quote-part transférée de bénéfices (comptabilité du gérant);6;D;false;false;3;652000;true
652500;Pertes imputées par transfert (comptabilité des associés non gérants);6;D;false;false;3;652000;true
654000;VALEUR COMPTABLE DES CESSIONS COURANTES D'IMMOBILISATIONS;6;D;false;false;2;65;true
656000;PERTES DE CHANGE SUR CREANCES ET DETTES COMMERCIALES;6;D;false;false;2;65;true
658000;CHARGES DIVERSES;6;D;false;false;2;65;true
658100;Indemnité de fonction et autres rémunérations d'administrateurs;6;D;false;false;3;658000;true
658300;Dons;6;D;false;false;3;658000;true
658800;Autres charges diverses CHARGES POUR DDEPRECIATIONS ET PROVISIONS POUR RISQUE A COURT TERME D'EXPLOITATION;6;D;false;false;3;658000;true
659100;AUTRES CHARGES - sur risques à court terme;6;D;false;false;3;65;true
659300;AUTRES CHARGES - sur stocks;6;D;false;false;3;65;true
659400;AUTRES CHARGES - sur créances;6;D;false;false;3;65;true
659800;Autres charges pour dépréciations et provisions pour risques à court terme;6;D;false;false;3;65;true
66;CHARGES DE PERSONNEL;6;D;false;false;1;6;true
661000;RÉMUNÉRATIONS DIRECTES VERSÉES AU PERSONNEL NATIONAL;6;D;false;false;2;66;true
661100;Appointements salaires et commissions;6;D;false;false;3;661000;true
661200;Primes et gratifications;6;D;false;false;3;661000;true
661300;Congés payés;6;D;false;false;3;661000;true
661400;Indemnités de préavis, de licenciement et de recherche d'embauche;6;D;false;false;3;661000;true
661500;Indemnités de maladie versées aux travailleurs;6;D;false;false;3;661000;true
661600;Supplément familial;6;D;false;false;3;661000;true
661700;Avantages en nature;6;D;false;false;3;661000;true
661800;Autres rémunérations directes;6;D;false;false;3;661000;true
662000;RÉMUNÉRATIONS DIRECTES VERSÉES AU PERSONNEL NON NATIONAL;6;D;false;false;2;66;true
662100;Appointements salaires et commissions 6622 Primes et gratifications;6;D;false;false;3;662000;true
662200;Primes et gratifications;6;D;false;false;3;662000;true
662300;Congés payés;6;D;false;false;3;662000;true
662400;Indemnités de préavis, de licenciement et de recherche d'embauche;6;D;false;false;3;662000;true
662500;Indemnités de maladie versées aux travailleurs;6;D;false;false;3;662000;true
662600;Supplément familial;6;D;false;false;3;662000;true
662700;Avantages en nature;6;D;false;false;3;662000;true
662800;Autres rémunérations directes;6;D;false;false;3;662000;true
663000;INDEMNITÉS FORFAITAIRES VERSÉES AU PERSONNEL;6;D;false;false;2;66;true
663100;Indemnités de logement;6;D;false;false;3;663000;true
663200;Indemnités de représentation;6;D;false;false;3;663000;true
663300;Indemnités d'expatriation;6;D;false;false;3;663000;true
663800;Autres indemnités et avantages divers;6;D;false;false;3;663000;true
664000;CHARGES SOCIALES;6;D;false;false;2;66;true
664100;Charges sociales sur rémunération du personnel national;6;D;false;false;3;664000;true
664200;Charges sociales sur rémunération du personnel non national;6;D;false;false;3;664000;true
666000;RÉMUNÉRATIONS ET CHARGES SOCIALES DE L'EXPLOITANT INDIVIDUEL;6;D;false;false;2;66;true
666100;Rémunération du travail de l'exploitant;6;D;false;false;3;666000;true
666200;Charges sociales;6;D;false;false;3;666000;true
667000;RÉMUNÉRATION TRANSFÉRÉE DE PERSONNEL EXTÉRIEUR;6;D;false;false;2;66;true
667100;Personnel intérimaire;6;D;false;false;3;667000;true
667200;Personnel détaché ou prêté à l’entité;6;D;false;false;3;667000;true
668000;AUTRES CHARGES SOCIALES;6;D;false;false;2;66;true
668100;Versements aux Syndicats et Comités d'entreprise, d'établissement;6;D;false;false;3;668000;true
668200;Versements aux Comités d'hygiène et de sécurité;6;D;false;false;3;668000;true
668300;Versements aux autres oeuvres sociales;6;D;false;false;3;668000;true
668400;Médecine du travail et pharmacie;6;D;false;false;3;668000;true
668500;Assurances et organismes de santé;6;D;false;false;3;668000;true
668600;Assurances retrait et fond de pension;6;D;false;false;3;668000;true
67;FRAIS FINANCIERS ET CHARGES ASSIMILÉES;6;D;false;false;1;6;true
671000;INTÉRÊTS DES EMPRUNTS;6;D;false;false;2;67;true
671100;Emprunts obligataires;6;D;false;false;3;671000;true
671200;Emprunts auprès des établissements de crédit;6;D;false;false;3;671000;true
671300;Dettes liées à des participations;6;D;false;false;3;671000;true
671400;Primes de rembourseement des obligations;6;D;false;false;3;671000;true
672000;INTÉRÊTS DANS LOYERS DE LOCATION ACQUISITION;6;D;false;false;2;67;true
672100;Intérêts dans loyers de location acquisition/crédit- bail immobilier;6;D;false;false;3;672000;true
672200;Intérêts dans loyers de location acquisition/crédit- bail mobilier;6;D;false;false;3;672000;true
672300;Intérêts dans loyers de location acquisition/location vente;6;D;false;false;3;672000;true
672400;Intérêt dans loyers des autres locations acquisition;6;D;false;false;3;672000;true
673000;ESCOMPTES ACCORDÉS;6;D;false;false;2;67;true
674000;AUTRES INTÉRÊTS;6;D;false;false;2;67;true
674100;Avances reçues et dépôts créditeurs;6;D;false;false;3;674000;true
674200;Comptes courants bloqués;6;D;false;false;3;674000;true
674300;Intérêts sur obligations cautionnées;6;D;false;false;3;674000;true
674400;Intérêts sur dettes commerciales;6;D;false;false;3;674000;true
674500;Intérêts bancaires et sur opérations de trésorerie et d’escompte;6;D;false;false;3;674000;true
674800;Intérêts sur dettes diverses;6;D;false;false;3;674000;true
675000;ESCOMPTES DES EFFETS DE COMMERCE;6;D;false;false;2;67;true
676000;PERTES DE CHANGE;6;D;false;false;2;67;true
677000;PERTES SUR TITRES DE PLACEMENT;6;D;false;false;2;67;true
677100;Pertes sur cessions de titres de placement;6;D;false;false;3;677000;true
677200;Malis provenant d'attribution gratuite d'actions au personnel salarié et aux dirigeants;6;D;false;false;3;677000;true
678000;PERTES SUR RISQUES FINANCIERS;6;D;false;false;2;67;true
678100;PERTES SUR RISQUES FINANCIERS - sur rentes viagères;6;D;false;false;3;678000;true
678200;PERTES SUR RISQUES FINANCIERS - sur opérations financières;6;D;false;false;3;678000;true
678400;PERTES SUR RISQUES FINANCIERS - sur instruments de trésorerie CHARGES POUR DEPRECIATIONS ET PROVISIONS POUR RISQUES A COURT TERME FINANCIÈRES;6;D;false;false;3;678000;true
679100;FRAIS FINANCIERS ET CHARGES ASSIMILÉES - sur risques financiers;6;D;false;false;3;67;true
679500;FRAIS FINANCIERS ET CHARGES ASSIMILÉES - sur titres de placement;6;D;false;false;3;67;true
679800;Autres charges pour dépréciation et provisions pour risque à courts terme financières;6;D;false;false;3;67;true
68;DOTATIONS AUX AMORTISSEMENTS;6;D;false;false;1;6;true
681000;DOTATIONS AUX AMORTISSEMENTS D'EXPLOITATION;6;D;false;false;2;68;true
681100;Dotations aux amortissements des charges immobilisées;6;D;false;false;3;681000;true
681200;Dotations aux amortissements des immobilisations incorporelles;6;D;false;false;3;681000;true
681300;Dotations aux amortissements des immobilisations corporelles;6;D;false;false;3;681000;true
687000;DOTATIONS AUX AMORTISSEMENTS À CARACTÈRE FINANCIER;6;D;false;false;2;68;true
69;DOTATIONS AUX PROVISIONS ET AUX DEPRECIATIONS;6;D;false;false;1;6;true
691000;DOTATIONS AUX PROVISIONS ET AUX DEPRECIATIONS D'EXPLOITATIONS;6;D;false;false;2;69;true
691100;DOTATIONS AUX PROVISIONS ET AUX DEPRECIATIONS D'EXPLOITATIONS - pour risques et charges;6;D;false;false;3;691000;true
691300;DOTATIONS AUX PROVISIONS ET AUX DEPRECIATIONS D'EXPLOITATIONS - des immobilisations incorporelles;6;D;false;false;3;691000;true
691400;DOTATIONS AUX PROVISIONS ET AUX DEPRECIATIONS D'EXPLOITATIONS - immobilisations corporelles;6;D;false;false;3;691000;true
697000;DOTATIONS AUX PROVISIONS ET AUX DEPRECIATION FINANCIÈRES;6;D;false;false;2;69;true
697100;DOTATIONS AUX PROVISIONS ET AUX DEPRECIATION FINANCIÈRES - pour risques et charges;6;D;false;false;3;697000;true
697200;DOTATIONS AUX PROVISIONS ET AUX DEPRECIATION FINANCIÈRES - des immobilisations financières ACTIVITES ORDINAIRES;6;D;false;false;3;697000;true
7;COMPTES DES PRODUITS DES ACTIVITES ORDINAIRES;7;C;false;false;0;;true
70;VENTES;7;C;false;false;1;7;true
701000;VENTES DE MARCHANDISES;7;C;false;false;2;70;true
701100;VENTES DE MARCHANDISES - dans la Région ();7;C;false;false;3;701000;true
701200;VENTES DE MARCHANDISES - hors Région (1);7;C;false;false;3;701000;true
701300;VENTES DE MARCHANDISES - aux entités du groupe dans la Région;7;C;false;false;3;701000;true
701400;VENTES DE MARCHANDISES - aux entités du groupe hors Région;7;C;false;false;3;701000;true
701500;Sur internet;7;C;false;false;3;701000;true
702000;VENTES DE PRODUITS FINIS;7;C;false;false;2;70;true
702100;VENTES DE PRODUITS FINIS - dans la Région (1);7;C;false;false;3;702000;true
702200;VENTES DE PRODUITS FINIS - hors Région (1);7;C;false;false;3;702000;true
702300;VENTES DE PRODUITS FINIS - aux entités du groupe dans la Région;7;C;false;false;3;702000;true
702400;VENTES DE PRODUITS FINIS - aux entités du groupe hors Région;7;C;false;false;3;702000;true
702500;Sur internet;7;C;false;false;3;702000;true
703000;VENTES DE PRODUITS INTERMÉDIAIRES;7;C;false;false;2;70;true
703100;VENTES DE PRODUITS INTERMÉDIAIRES - dans la Région (1);7;C;false;false;3;703000;true
703200;VENTES DE PRODUITS INTERMÉDIAIRES - hors Région (1);7;C;false;false;3;703000;true
703300;VENTES DE PRODUITS INTERMÉDIAIRES - aux entités du groupe dans la Région;7;C;false;false;3;703000;true
703400;VENTES DE PRODUITS INTERMÉDIAIRES - aux entités du groupe hors Région;7;C;false;false;3;703000;true
703500;Sur internet;7;C;false;false;3;703000;true
704000;VENTES DE PRODUITS RÉSIDUELS;7;C;false;false;2;70;true
704100;VENTES DE PRODUITS RÉSIDUELS - dans la Région (1);7;C;false;false;3;704000;true
704200;VENTES DE PRODUITS RÉSIDUELS - hors Région (1);7;C;false;false;3;704000;true
704300;VENTES DE PRODUITS RÉSIDUELS - aux entités du groupe dans la Région;7;C;false;false;3;704000;true
704400;VENTES DE PRODUITS RÉSIDUELS - aux entités du groupe hors Région;7;C;false;false;3;704000;true
704500;Sur internet;7;C;false;false;3;704000;true
705000;TRAVAUX FACTURÉS;7;C;false;false;2;70;true
705100;TRAVAUX FACTURÉS - dans la Région (1);7;C;false;false;3;705000;true
705200;TRAVAUX FACTURÉS - hors Région (1);7;C;false;false;3;705000;true
705300;TRAVAUX FACTURÉS - aux entités du groupe dans la Région;7;C;false;false;3;705000;true
705400;TRAVAUX FACTURÉS - aux entités du groupe hors Région;7;C;false;false;3;705000;true
705500;Sur internet;7;C;false;false;3;705000;true
706000;SERVICES VENDUS;7;C;false;false;2;70;true
706100;SERVICES VENDUS - dans la Région (1);7;C;false;false;3;706000;true
706200;SERVICES VENDUS - hors Région (1);7;C;false;false;3;706000;true
706300;SERVICES VENDUS - aux entités du groupe dans la Région;7;C;false;false;3;706000;true
706400;SERVICES VENDUS - aux entités du groupe hors Région;7;C;false;false;3;706000;true
706500;Sur internet;7;C;false;false;3;706000;true
707000;PRODUITS ACCESSOIRES;7;C;false;false;2;70;true
707100;Ports, emballages perdus et autres frais facturés;7;C;false;false;3;707000;true
707200;Commissions et courtages ();7;C;false;false;3;707000;true
707300;Locations (2);7;C;false;false;3;707000;true
707400;Bonis sur reprises et cessions d'emballages;7;C;false;false;3;707000;true
707500;Mise à disposition de personnel (2);7;C;false;false;3;707000;true
707600;Redevances pour brevets, logiciels, marques et droits similaires (2);7;C;false;false;3;707000;true
707700;Services exploités dans l'intérêt du personnel;7;C;false;false;3;707000;true
707800;Autres produits accessoires;7;C;false;false;3;707000;true
71;SUBVENTIONS D'EXPLOITATION;7;C;false;false;1;7;true
711000;SUR PRODUITS À L'EXPORTATION;7;C;false;false;2;71;true
712000;SUR PRODUITS À L'IMPORTATION;7;C;false;false;2;71;true
713000;SUR PRODUITS DE PÉRÉQUATION;7;C;false;false;2;71;true
718000;AUTRES SUBVENTIONS D'EXPLOITATION;7;C;false;false;2;71;true
718100;Versées par l'État et les collectivités publiques;7;C;false;false;3;718000;true
718200;Versées par les organismes internationaux;7;C;false;false;3;718000;true
718300;Versées par des tiers;7;C;false;false;3;718000;true
72;PRODUCTION IMMOBILISÉE;7;C;false;false;1;7;true
721000;IMMOBILISATIONS INCORPORELLES;7;C;false;false;2;72;true
722000;IMMOBILISATIONS CORPORELLES;7;C;false;false;2;72;true
722100;IMMOBILISATIONS CORPORELLES - immobilisations corporelles (hors actifs biologiques);7;C;false;false;3;722000;true
722200;IMMOBILISATIONS CORPORELLES - immobilisations corporelles (actifs biologiques);7;C;false;false;3;722000;true
724000;PRODUCTION AUTO-CONSOMMEE;7;C;false;false;2;72;true
726000;IMMOBILISATIONS FINANCIÈRES ();7;C;false;false;2;72;true
73;VARIATIONS DES STOCKS DE BIENS ET DE SERVICES PRODUITS;7;C;false;false;1;7;true
734000;VARIATIONS DES STOCKS DE PRODUITS EN COURS;7;C;false;false;2;73;true
734100;Produits en cours;7;C;false;false;3;734000;true
734200;Travaux en cours;7;C;false;false;3;734000;true
735000;VARIATIONS DES EN-COURS DE SERVICES;7;C;false;false;2;73;true
735100;Études en cours;7;C;false;false;3;735000;true
735200;Prestations de services en cours;7;C;false;false;3;735000;true
736000;VARIATIONS DES STOCKS DE PRODUITS FINIS;7;C;false;false;2;73;true
737000;VARIATIONS DES STOCKS DE PRODUITS INTERMÉDIAIRES ET RÉSIDUELS;7;C;false;false;2;73;true
737100;Produits intermédiaires;7;C;false;false;3;737000;true
737200;Produits résiduels;7;C;false;false;3;737000;true
75;AUTRES PRODUITS;7;C;false;false;1;7;true
752000;QUOTE-PART DE RÉSULTAT SUR OPÉRATIONS FAITES EN COMMUN;7;C;false;false;2;75;true
752100;Quote-part transférée de pertes (comptabilité du gérant);7;C;false;false;3;752000;true
752500;Bénéfices attribués par transfert (comptabilité des associés non gérants);7;C;false;false;3;752000;true
754000;PRODUITS DES CESSIONS COURANTES D'IMMOBILISATIONS;7;C;false;false;2;75;true
756000;GAINS DE CHANGE SUR CREANCES ET DETTES COMMERCIALES;7;C;false;false;2;75;true
758000;PRODUITS DIVERS;7;C;false;false;2;75;true
758100;Indemnité de fonction et autres rémunérations d'administrateurs;7;C;false;false;3;758000;true
758200;Indemnités d’assurances reçues;7;C;false;false;3;758000;true
758800;Autres produits divers;7;C;false;false;3;758000;true
759000;REPRISES DE CHARGES POUR DEPRECIATIONS ET PROVISIONS POUR RISQUE A COURT TERME D'EXPLOITATION;7;C;false;false;2;75;true
759100;REPRISES DE CHARGES POUR DEPRECIATIONS ET PROVISIONS POUR RISQUE A COURT TERME D'EXPLOITATION - sur risques à court terme;7;C;false;false;3;759000;true
759300;REPRISES DE CHARGES POUR DEPRECIATIONS ET PROVISIONS POUR RISQUE A COURT TERME D'EXPLOITATION - sur stocks;7;C;false;false;3;759000;true
759400;REPRISES DE CHARGES POUR DEPRECIATIONS ET PROVISIONS POUR RISQUE A COURT TERME D'EXPLOITATION - sur créances;7;C;false;false;3;759000;true
759800;REPRISES DE CHARGES POUR DEPRECIATIONS ET PROVISIONS POUR RISQUE A COURT TERME D'EXPLOITATION - sur autres charges pour dépréciations et provision pour risques à court terme d'exploitation;7;C;false;false;3;759000;true
77;REVENUS FINANCIERS ET PRODUITS ASSIMILÉS;7;C;false;false;1;7;true
771000;INTÉRÊTS DE PRÊTS DE CREANCES DIVERSES;7;C;false;false;2;77;true
771200;Intérêt de prêt;7;C;false;false;3;771000;true
771300;Intérêt sur créances diverses;7;C;false;false;3;771000;true
772000;REVENUS DE PARTICIPATIONS ET AUTRES TITRES IMMOBILISES;7;C;false;false;2;77;true
772100;Revenus des titres de participations;7;C;false;false;3;772000;true
772200;Revenus autres titres immobilisés;7;C;false;false;3;772000;true
773000;ESCOMPTES OBTENUS;7;C;false;false;2;77;true
774000;REVENUS DE PLACEMENT;7;C;false;false;2;77;true
774500;Revenus des obligattions;7;C;false;false;3;774000;true
774600;Revenus des titres de placement;7;C;false;false;3;774000;true
775000;INTERET DANS LOYERS DE LOCATIONS ACQUISITION;7;C;false;false;2;77;true
776000;GAINS DE CHANGE;7;C;false;false;2;77;true
777000;GAINS SUR CESSIONS DE TITRES DE PLACEMENT;7;C;false;false;2;77;true
778000;GAINS SUR RISQUES FINANCIERS;7;C;false;false;2;77;true
778100;GAINS SUR RISQUES FINANCIERS - sur rentes viagères;7;C;false;false;3;778000;true
778200;GAINS SUR RISQUES FINANCIERS - sur opérations financières;7;C;false;false;3;778000;true
778400;GAINS SUR RISQUES FINANCIERS - sur instruments de trésorerie;7;C;false;false;3;778000;true
779000;REPRISES DE CHARGES POUR DEPRECIATIONS ET PROVISIONS A COURT TERME FINANCIÈRES;7;C;false;false;2;77;true
779100;REPRISES DE CHARGES POUR DEPRECIATIONS ET PROVISIONS A COURT TERME FINANCIÈRES - sur risques financiers;7;C;false;false;3;779000;true
779500;REPRISES DE CHARGES POUR DEPRECIATIONS ET PROVISIONS A COURT TERME FINANCIÈRES - sur titres de placement;7;C;false;false;3;779000;true
779800;REPRISES DE CHARGES POUR DEPRECIATIONS ET PROVISIONS A COURT TERME FINANCIÈRES - sur autres charges pour dépréciations et provisions pour risques à court terme financière;7;C;false;false;3;779000;true
78;TRANSFERTS DE CHARGES;7;C;false;false;1;7;true
781000;TRANSFERTS DE CHARGES D'EXPLOITATION;7;C;false;false;2;78;true
787000;TRANSFERTS DE CHARGES FINANCIERES;7;C;false;false;2;78;true
79;REPRISES DE PROVISIONS, DE DEPRECIATIONS ET AUTRES;7;C;false;false;1;7;true
791000;REPRISES DE PROVISIONS ET DEPRECIATION D'EXPLOITATION;7;C;false;false;2;79;true
791100;REPRISES DE PROVISIONS ET DEPRECIATION D'EXPLOITATION - pour risques et charges;7;C;false;false;3;791000;true
791300;REPRISES DE PROVISIONS ET DEPRECIATION D'EXPLOITATION - des immobilisations incorporelles;7;C;false;false;3;791000;true
791400;REPRISES DE PROVISIONS ET DEPRECIATION D'EXPLOITATION - des immobilisations corporelles;7;C;false;false;3;791000;true
797000;REPRISES DE PROVISIONS ET DEPRECIATIONS FINANCIÈRES;7;C;false;false;2;79;true
797100;REPRISES DE PROVISIONS ET DEPRECIATIONS FINANCIÈRES - pour risques et charges;7;C;false;false;3;797000;true
797200;REPRISES DE PROVISIONS ET DEPRECIATIONS FINANCIÈRES - des immobilisations financières;7;C;false;false;3;797000;true
